season,week_of_season,games,avg_total,within_season_dev,season_shape,deseason_level,cusum_pos,cusum_neg,regime_shift_flag,shift_direction,cusum_baseline,run_env_regime_state
2025,4,95,8.810526315789474,-0.0836381879367778,-0.17419442182351044,8.984720737612985,0.0,-0.2577582324220984,False,,8.927481823256693,8.767401229022756
2025,5,91,8.384615384615385,-0.5095491191108668,-0.003466384765368128,8.388081769380753,0.0,-0.5471582862980391,False,,8.927481823256693,8.707050143229688
2025,6,94,9.117021276595745,0.22285677286949301,-0.43378094626827934,9.550802222864025,0.37332039960733177,0.0,False,,8.927481823256693,8.841294123736645
2025,7,93,8.96774193548387,0.07357743175761833,0.09853342722189466,8.869208508261975,0.06504708461261366,0.0,False,,8.927481823256693,8.845735402380612
2025,8,92,8.532608695652174,-0.36155580807407794,-0.33797389846823966,8.870582594120414,0.0,0.0,False,,8.927481823256693,8.849688679657293
2025,9,94,8.414893617021276,-0.47927088670497575,0.04302056625331385,8.371873050767963,0.0,-0.3056087724887302,False,,8.927481823256693,8.7736665002532
2025,10,91,8.296703296703297,-0.5974612070229544,-0.05047407859414014,8.347177375297438,0.0,-0.6359132204479856,False,,8.927481823256693,8.70581055161743
2025,11,94,8.287234042553191,-0.6069304611730608,0.2091516149518403,8.07808242760135,0.0,-1.2353126161033288,False,,8.927481823256693,8.60593675684041
2025,12,92,8.967391304347826,0.07322680062157438,-0.19307262812053166,9.160463932468359,0.0,-0.7523305068916635,False,,8.927481823256693,8.69416401832205
2025,13,95,9.526315789473685,0.6321512857474332,0.4234886123033853,9.1028271771703,0.0,-0.3269851529780574,False,,8.927481823256693,8.759183791848548
2025,14,93,9.10752688172043,0.21336237799417823,0.1708777553465776,8.936649126373853,0.0,-0.0678178498608979,False,,8.927481823256693,8.787419162739722
2025,15,93,8.806451612903226,-0.0877128908230258,0.5746277824082213,8.231823830495005,0.0,-0.5134758426225865,False,,8.927481823256693,8.699021953711284
2025,16,95,9.010526315789473,0.11636181206322149,-0.06753971506245797,9.07806603085193,0.0,-0.11289163502734922,False,,8.927481823256693,8.759329225161208
2025,17,45,9.444444444444445,0.5502799407181929,0.0056076515665758105,9.438836792877868,0.2613549696211752,0.0,False,,8.927481823256693,8.867441315047158
2025,18,95,8.631578947368421,-0.26258555635783054,-0.08716690804491414,8.718745855413335,0.0,0.0,False,,8.927481823256693,8.84378333438392
2025,19,93,9.731182795698924,0.8370182919726723,0.4412929590545964,9.289889836644328,0.1124080133876344,0.0,False,,8.927481823256693,8.914760478072179
