kind,market,book_group,season,n,n_brier,brier,log_loss,over_rate,implied_over_rate,calib_bias,calib_z,calib_p,mean_vig,mean_dist_to_sharp,line_mae,line_rmse,push_rate,n_line,calib_fdr_survive,favorite_rate,tie_rate,strategy,line_bucket,roi,sharpe,roi_p,roi_fdr_survive,season_sign_consistent
efficiency,totals_1st_1_innings,unibet_us,2023,186,186.0,0.2207418769223939,0.6325790437288955,0.3763440860215054,0.3643504378274097,0.011993648194095652,0.33763130499327293,0.7356410481405504,0.05479341416133764,0.014762685119240821,1.1827956989247312,1.437777556187072,0.0,186.0,,,,,,,,,,
efficiency,totals_1st_1_innings,unibet_us,2024,211,211.0,0.23347190914174762,0.6592788444162664,0.3886255924170616,0.39668952191781987,-0.008063929500758238,-0.24030821851684658,0.8100913242090692,0.05496003127140049,0.014547729612625673,1.1540284360189574,1.5436001495856846,0.0,211.0,,,,,,,,,,
efficiency,totals_1st_1_innings,unibet_us,pooled,397,397.0,0.22750771268633246,0.6467696178977501,0.38287153652392947,0.38153821299888707,0.0013333235250423958,0.05465330953584403,0.9564146673209153,0.05488196884703855,0.01462483321825937,1.1675062972292192,1.4949537283387921,0.0,397.0,False,,,,,,,,,
efficiency,totals_1st_1_innings,williamhill_us,2024,243,243.0,0.2478269409419404,0.6888139668810566,0.4403292181069959,0.4785911714353393,-0.03826195332834342,-1.2014762904389942,0.2295664981776245,0.0652506875004517,0.012717414637898411,0.9403292181069959,1.3032880229565118,0.0,243.0,,,,,,,,,,
efficiency,totals_1st_1_innings,williamhill_us,2025,813,813.0,0.24851777298653538,0.6901731147588945,0.4969249692496925,0.4858982297253266,0.011026739524365892,0.628826155529979,0.5294628745758111,0.06533676303081513,0.010569623326482494,1.0719557195571956,1.5984502026746108,0.0,813.0,,,,,,,,,,
efficiency,totals_1st_1_innings,williamhill_us,2026,889,889.0,0.249340731646864,0.6918588340287661,0.5050618672665916,0.48518325629645415,0.01987861097013749,1.1854661763988046,0.23583318023509955,0.06468636192630711,0.011330835498533278,1.1107986501687288,1.6445191378031072,0.0,889.0,,,,,,,,,,
efficiency,totals_1st_1_innings,williamhill_us,pooled,1945,1945.0,0.24880761260720147,0.6907737993329826,0.493573264781491,0.4846585245619669,0.008914740219524098,0.786383457159861,0.4316428721359837,0.06502873067308457,0.011185811442457373,1.0732647814910026,1.5862925037504945,0.0,1945.0,False,,,,,,,,,
efficiency,h2h_1st_5_innings,all,2023,9767,8453.0,0.2440342591450202,0.6809813675953446,0.5199337513308885,0.5303751111093427,-0.010441359778454173,-1.921489001533483,0.05467008763732283,0.05524972878392089,,,,,,,0.566189518514137,0.13453465752022115,,,,,,,
efficiency,h2h_1st_5_innings,all,2024,19752,17070.0,0.2394598896370192,0.6716588992235165,0.5300527240773286,0.5296899766543901,0.00036274742293851414,0.09495918808023981,0.924347243574769,0.05272784095148664,,,,,,,0.5766842413591096,0.13578371810449574,,,,,,,
efficiency,h2h_1st_5_innings,all,2025,15088,12722.0,0.2401370385894948,0.6728980969924597,0.5418959283131584,0.5258093394090229,0.0160865889041355,3.6416788113153564,0.0002708658872222544,0.05541954679540987,,,,,,,0.5597390347429649,0.15681336161187698,,,,,,,
efficiency,h2h_1st_5_innings,all,2026,8105,6927.0,0.24758132053476375,0.6882305631479558,0.526779269525047,0.5289233982935463,-0.0021441287684993426,-0.3574186738436483,0.720778399073072,0.05556131862857432,,,,,,,0.5259130936913526,0.14534238124614435,,,,,,,
efficiency,h2h_1st_5_innings,all,pooled,52712,45172.0,0.2417519950619108,0.6762936246102196,0.530992650314354,0.528607710786299,0.0023849395280550745,1.0157292340457142,0.30975834277332065,0.05440125635604906,,,,,,False,0.5621624014876472,0.14304143269084837,,,,,,,
efficiency,h2h_1st_5_innings,soft,2023,9767,8453.0,0.2440342591450202,0.6809813675953446,0.5199337513308885,0.5303751111093427,-0.010441359778454173,-1.921489001533483,0.05467008763732283,0.05524972878392089,,,,,,,0.566189518514137,0.13453465752022115,,,,,,,
efficiency,h2h_1st_5_innings,soft,2024,19752,17070.0,0.2394598896370192,0.6716588992235165,0.5300527240773286,0.5296899766543901,0.00036274742293851414,0.09495918808023981,0.924347243574769,0.05272784095148664,,,,,,,0.5766842413591096,0.13578371810449574,,,,,,,
efficiency,h2h_1st_5_innings,soft,2025,15088,12722.0,0.2401370385894948,0.6728980969924597,0.5418959283131584,0.5258093394090229,0.0160865889041355,3.6416788113153564,0.0002708658872222544,0.05541954679540987,,,,,,,0.5597390347429649,0.15681336161187698,,,,,,,
efficiency,h2h_1st_5_innings,soft,2026,8105,6927.0,0.24758132053476375,0.6882305631479558,0.526779269525047,0.5289233982935463,-0.0021441287684993426,-0.3574186738436483,0.720778399073072,0.05556131862857432,,,,,,,0.5259130936913526,0.14534238124614435,,,,,,,
efficiency,h2h_1st_5_innings,soft,pooled,52712,45172.0,0.2417519950619108,0.6762936246102196,0.530992650314354,0.528607710786299,0.0023849395280550745,1.0157292340457142,0.30975834277332065,0.05440125635604906,,,,,,False,0.5621624014876472,0.14304143269084837,,,,,,,
efficiency,h2h_1st_5_innings,majors,2023,3149,2726.0,0.24378506650445686,0.6804690691002391,0.5216434336023478,0.5299418174671703,-0.008298383864822512,-0.8673486439113837,0.3857510114798154,0.05954894945350364,,,,,,,0.5733675715333822,0.13432835820895522,,,,,,,
efficiency,h2h_1st_5_innings,majors,2024,6834,5911.0,0.23915645977587432,0.6710483760244865,0.5278294704787684,0.5296796139355164,-0.0018501434567480546,-0.2849309511757447,0.7756970427978304,0.05788037096426251,,,,,,,0.5804432414143122,0.1350599941469125,,,,,,,
efficiency,h2h_1st_5_innings,majors,2025,5615,4727.0,0.24015860030624742,0.6729477780777656,0.5449545166067273,0.5260446909199666,0.018909825686760695,2.610795132860433,0.009033198988064331,0.05848891377492372,,,,,,,0.5565898032578802,0.15814781834372219,,,,,,,
efficiency,h2h_1st_5_innings,majors,2026,3604,3080.0,0.24746167703922303,0.6879843374197453,0.5279220779220779,0.5285423385185813,-0.0006202605965034413,-0.06895373466075226,0.9450264461893308,0.05826050076507114,,,,,,,0.5262987012987013,0.1453940066592675,,,,,,,
efficiency,h2h_1st_5_innings,majors,pooled,19202,16444.0,0.24176742848180377,0.6763282376109465,0.5317441011919241,0.528465169606194,0.003278931585730005,0.8426420357565794,0.3994286740762715,0.05840330135414884,,,,,,False,0.5622719532960351,0.14363087178418915,,,,,,,
efficiency,h2h_1st_5_innings,barstool,2023,804,696.0,0.2430061437749813,0.6788884692232604,0.5229885057471264,0.5319494475783147,-0.00896094183118834,-0.4733122926425932,0.6359903933321521,0.053764731895673955,,,,,,,0.5718390804597702,0.13432835820895522,,,,,,,
efficiency,h2h_1st_5_innings,barstool,pooled,804,696.0,0.2430061437749813,0.6788884692232604,0.5229885057471264,0.5319494475783147,-0.00896094183118834,-0.4733122926425932,0.6359903933321521,0.053764731895673955,,,,,,False,0.5718390804597702,0.13432835820895522,,,,,,,
efficiency,h2h_1st_5_innings,betmgm,2023,863,747.0,0.2438838305621378,0.6807352684616516,0.5220883534136547,0.529233523604552,-0.007145170190897332,-0.39095526744359843,0.6958303009618559,0.06618599613314656,,,,,,,0.5850066934404283,0.13441483198146004,,,,,,,
efficiency,h2h_1st_5_innings,betmgm,2024,1726,1492.0,0.23961898452809766,0.672012589200565,0.5281501340482574,0.5295246487415662,-0.0013745146933088481,-0.10635384196180761,0.9153016140746907,0.05745472928715523,,,,,,,0.5804289544235925,0.13557358053302435,,,,,,,
efficiency,h2h_1st_5_innings,betmgm,2025,1776,1496.0,0.24042456256753728,0.6735240240782164,0.5407754010695187,0.5262984351400832,0.014476965929435481,1.1236273798511245,0.26117113572121403,0.056905398117969505,,,,,,,0.5528074866310161,0.15765765765765766,,,,,,,
efficiency,h2h_1st_5_innings,betmgm,2026,900,769.0,0.2472303959512038,0.6875111568928893,0.5279583875162549,0.5287426661924148,-0.000784278676159933,-0.04356558874735292,0.9652506818427481,0.05682730277374655,,,,,,,0.5214564369310793,0.14555555555555555,,,,,,,
efficiency,h2h_1st_5_innings,betmgm,pooled,5265,4504.0,0.2418934428137989,0.6766074707592673,0.5313055062166963,0.5282712671684168,0.0030342390482794857,0.4080673990381726,0.6832241936602661,0.058593340354495954,,,,,,False,0.5619449378330373,0.14453941120607788,,,,,,,
efficiency,h2h_1st_5_innings,betonlineag,2023,828,715.0,0.24374226305120983,0.6804185773739997,0.5202797202797202,0.5304748741109072,-0.010195153831186965,-0.5456753250556058,0.5852891362151421,0.03845733389882572,,,,,,,0.5692307692307692,0.13647342995169082,,,,,,,
efficiency,h2h_1st_5_innings,betonlineag,2024,1714,1482.0,0.23898394548439833,0.670700453312038,0.5290148448043185,0.5296331778133656,-0.0006183330090471229,-0.047687987422248335,0.9619649078597892,0.03842565478323778,,,,,,,0.5748987854251012,0.1353558926487748,,,,,,,
