signal,market,book_group,bucket,theta,anchor,n_games,n_quotes,clv_mean,clv_sharpe,clv_p,realized_roi,roi_fdr_survive,season_sign_consistent,is_control
continuation,totals,majors,all,1,t75,708,1416,-0.05273069679849341,-0.10324885337021804,0.9969953482270271,-0.04200057095548104,False,False,False
continuation,totals,majors,low,0.5,t50,688,1231,-0.1774467054263566,-0.29442716267948515,0.9999999999999943,-0.06557498184606274,False,True,False
continuation,totals,majors,low,0.5,t75,895,1747,-0.051024208566108016,-0.1722635743791165,0.9999998721872445,-0.06470764524829045,False,False,False
continuation,totals,majors,low,1,t50,130,276,-0.555128205128205,-0.49764705037863854,0.9999999930269545,-0.06085109424982297,False,True,False
continuation,totals,majors,low,1,t75,186,343,-0.03718637992831541,-0.0825953591239246,0.8700125624021409,-0.015645443480492495,False,False,False
continuation,totals,majors,mid,0.5,t50,2195,3761,-0.0788914198936978,-0.23205086440523864,1.0,-0.003938407735739187,False,True,False
continuation,totals,majors,mid,0.5,t75,2596,4972,-0.04818310220852594,-0.18057683029293722,1.0,-0.0023249020776066635,False,True,False
continuation,totals,majors,mid,1,t50,264,530,-0.07733585858585859,-0.2097665625459521,0.9996731589350141,-0.04425616046364938,False,True,False
continuation,totals,majors,mid,1,t75,346,682,-0.07418111753371869,-0.26738378752916414,0.9999996714397693,-0.01576892473876251,False,True,False
continuation,totals,majors,high,0.5,t50,663,1266,-0.15786827551533433,-0.21758910226245526,0.999999989445363,-0.030455588247013072,False,True,False
continuation,totals,majors,high,0.5,t75,763,1566,-0.05810397553516819,-0.11892906574967473,0.9994902921081509,-0.012593424674694764,False,False,False
continuation,totals,majors,high,1,t50,160,347,-0.3078125,-0.23627332725797323,0.9985989237552916,-0.21857409232744676,False,False,False
continuation,totals,majors,high,1,t75,192,391,-0.02343749999999999,-0.02913491133245646,0.656785232652552,-0.11630065185121087,False,False,False
continuation,totals,bovada,all,0.5,t50,2447,2447,-0.12811606048222313,-0.23434067837592662,1.0,-0.025411086297531103,False,True,False
continuation,totals,bovada,all,0.5,t75,2934,2934,-0.060497614178595775,-0.17639139079456306,1.0,-0.025605122175210764,False,True,False
continuation,totals,bovada,all,1,t50,403,403,-0.31265508684863524,-0.29864385890712325,0.9999999989840345,-0.05803436602875593,False,True,False
continuation,totals,bovada,all,1,t75,477,477,-0.033542976939203356,-0.062305053541683614,0.9132056866082136,-0.009288674696816015,False,False,False
continuation,totals,bovada,low,0.5,t50,510,510,-0.2068627450980392,-0.32326988460931455,0.9999999999998566,0.004905450395646485,False,True,False
continuation,totals,bovada,low,0.5,t75,656,656,-0.06478658536585366,-0.18774483068999084,0.9999992400978873,-0.04453313344485137,False,True,False
continuation,totals,bovada,low,1,t50,98,98,-0.6071428571428571,-0.5115777761498925,0.9999997951144028,-0.1484897353131603,False,True,False
continuation,totals,bovada,low,1,t75,117,117,-0.029914529914529916,-0.056389838517429444,0.7290523240975119,0.011376304854565731,False,False,False
continuation,totals,bovada,mid,0.5,t50,1467,1467,-0.0869120654396728,-0.23260622235616296,1.0,-0.005291156291423032,False,True,False
continuation,totals,bovada,mid,0.5,t75,1756,1756,-0.06776765375854214,-0.23223833161881238,1.0,-0.01689782534693692,False,True,False
