pitcher_id,player_name,game_date,line_commence_date,game_year,bookmaker_key,over_price,under_price,pred_mean_k,line,is_integer_line,model_p_over,model_p_under,model_p_push,model_p_over_cond,model_p_under_cond,book_devig_over,book_devig_under,book_hold,devig_valid,edge_over,edge_under,ev_over,ev_under,best_side,best_edge,best_ev,pinnacle_devig_over_same_line,edge_vs_pinnacle,is_pinnacle
808967,Yoshinobu Yamamoto,2024-03-30,2024-03-31,2024,betmgm,-175.0,130.0,2.857,4.5,False,0.1643,0.8357,0.0,0.1643,0.8357,0.5941,0.4059,0.07115,True,-0.4298,0.4298,-0.74181,0.92211,under,0.4298,0.92211,0.62813,-0.46383,False
808967,Yoshinobu Yamamoto,2024-03-30,2024-03-31,2024,williamhill_us,-174.0,126.0,2.857,4.5,False,0.1643,0.8357,0.0,0.1643,0.8357,0.58935,0.41065,0.07751,True,-0.42505,0.42505,-0.74127,0.88868,under,0.42505,0.88868,0.62813,-0.46383,False
660271,Shohei Ohtani,2025-06-16,2025-06-17,2025,pinnacle,126.0,-168.0,3.224,1.5,False,0.8369,0.1631,0.0,0.8369,0.1631,0.41378,0.58622,0.06934,True,0.42312,-0.42312,0.89139,-0.73982,over,0.42312,0.89139,0.41378,0.42312,True
663474,Triston McKenzie,2024-04-01,2024-04-02,2024,pointsbetus,110.0,-145.0,3.383,6.5,False,0.0235,0.9765,0.0,0.0235,0.9765,0.44586,0.55414,0.06803,True,-0.42236,0.42236,-0.95065,0.64995,under,0.42236,0.64995,0.41153,-0.38803,False
660271,Shohei Ohtani,2025-06-16,2025-06-17,2025,fanatics,125.0,-165.0,3.224,1.5,False,0.8369,0.1631,0.0,0.8369,0.1631,0.4165,0.5835,0.06709,True,0.4204,-0.4204,0.88302,-0.73805,over,0.4204,0.88302,0.41378,0.42312,False
671111,Sammy Peralta,2026-05-19,2026-05-20,2026,pinnacle,183.0,-252.0,2.588,1.5,False,0.7428,0.2572,0.0,0.7428,0.2572,0.33047,0.66953,0.06927,True,0.41233,-0.41233,1.10212,-0.64074,over,0.41233,1.10212,0.33047,0.41233,True
660271,Shohei Ohtani,2025-06-16,2025-06-17,2025,fanduel,118.0,-158.0,3.224,1.5,False,0.8369,0.1631,0.0,0.8369,0.1631,0.42826,0.57174,0.07112,True,0.40864,-0.40864,0.82444,-0.73367,over,0.40864,0.82444,0.41378,0.42312,False
660271,Shohei Ohtani,2025-06-16,2025-06-17,2025,betonlineag,118.0,-154.0,3.224,1.5,False,0.8369,0.1631,0.0,0.8369,0.1631,0.43071,0.56929,0.06501,True,0.40619,-0.40619,0.82444,-0.73099,over,0.40619,0.82444,0.41378,0.42312,False
656876,Drew Rasmussen,2025-07-22,2025-07-22,2025,fanatics,120.0,-170.0,3.087,6.5,False,0.0142,0.9858,0.0,0.0142,0.9858,0.41925,0.58075,0.08418,True,-0.40505,0.40505,-0.96876,0.56568,under,0.40505,0.56568,,,False
663474,Triston McKenzie,2024-04-01,2024-04-02,2024,fanduel,120.0,-154.0,3.383,6.5,False,0.0235,0.9765,0.0,0.0235,0.9765,0.42848,0.57152,0.06084,True,-0.40498,0.40498,-0.9483,0.61059,under,0.40498,0.61059,0.41153,-0.38803,False
663474,Triston McKenzie,2024-04-01,2024-04-02,2024,betmgm,120.0,-155.0,3.383,6.5,False,0.0235,0.9765,0.0,0.0235,0.9765,0.42785,0.57215,0.06239,True,-0.40435,0.40435,-0.9483,0.6065,under,0.40435,0.6065,0.41153,-0.38803,False
660271,Shohei Ohtani,2025-06-16,2025-06-17,2025,mybookieag,112.0,-156.0,3.224,1.5,False,0.8369,0.1631,0.0,0.8369,0.1631,0.43632,0.56368,0.08107,True,0.40058,-0.40058,0.77423,-0.73235,over,0.40058,0.77423,0.41378,0.42312,False
660271,Shohei Ohtani,2025-06-16,2025-06-17,2025,bovada,115.0,-150.0,3.224,1.5,False,0.8369,0.1631,0.0,0.8369,0.1631,0.43668,0.56332,0.06512,True,0.40022,-0.40022,0.79933,-0.72817,over,0.40022,0.79933,0.41378,0.42312,False
660271,Shohei Ohtani,2025-06-16,2025-06-17,2025,draftkings,115.0,-145.0,3.224,1.5,False,0.8369,0.1631,0.0,0.8369,0.1631,0.44005,0.55995,0.05695,True,0.39685,-0.39685,0.79933,-0.72442,over,0.39685,0.79933,0.41378,0.42312,False
663474,Triston McKenzie,2024-04-01,2024-04-02,2024,betrivers,125.0,-167.0,3.383,6.5,False,0.0235,0.9765,0.0,0.0235,0.9765,0.4154,0.5846,0.06991,True,-0.3919,0.3919,-0.94712,0.56123,under,0.3919,0.56123,0.41153,-0.38803,False
663474,Triston McKenzie,2024-04-01,2024-04-02,2024,unibet_us,125.0,-167.0,3.383,6.5,False,0.0235,0.9765,0.0,0.0235,0.9765,0.4154,0.5846,0.06991,True,-0.3919,0.3919,-0.94712,0.56123,under,0.3919,0.56123,0.41153,-0.38803,False
660271,Shohei Ohtani,2025-06-16,2025-06-17,2025,betmgm,110.0,-145.0,3.224,1.5,False,0.8369,0.1631,0.0,0.8369,0.1631,0.44586,0.55414,0.06803,True,0.39104,-0.39104,0.75749,-0.72442,over,0.39104,0.75749,0.41378,0.42312,False
671111,Sammy Peralta,2026-05-19,2026-05-20,2026,betonlineag,167.0,-222.0,2.588,1.5,False,0.7428,0.2572,0.0,0.7428,0.2572,0.35201,0.64799,0.06397,True,0.39079,-0.39079,0.98328,-0.62694,over,0.39079,0.98328,0.33047,0.41233,False
625643,Reynaldo Lopez,2024-04-02,2024-04-02,2024,draftkings,-125.0,100.0,2.685,4.5,False,0.1368,0.8632,0.0,0.1368,0.8632,0.52632,0.47368,0.05556,True,-0.38952,0.38952,-0.75376,0.7264,under,0.38952,0.7264,0.48894,-0.35214,False
663474,Triston McKenzie,2024-04-01,2024-04-02,2024,pinnacle,122.0,-181.0,3.383,6.5,False,0.0235,0.9765,0.0,0.0235,0.9765,0.41153,0.58847,0.09458,True,-0.38803,0.38803,-0.94783,0.516,under,0.38803,0.516,0.41153,-0.38803,True
694297,Brandon Pfaadt,2024-03-31,2024-03-31,2024,pointsbetus,-125.0,-105.0,4.146,6.5,False,0.134,0.866,0.0,0.134,0.866,0.5203,0.4797,0.06775,True,-0.3863,0.3863,-0.7588,0.69076,under,0.3863,0.69076,0.49906,-0.36506,False
663474,Triston McKenzie,2024-04-01,2024-04-02,2024,betonlineag,130.0,-169.0,3.383,6.5,False,0.0235,0.9765,0.0,0.0235,0.9765,0.409,0.591,0.06304,True,-0.3855,0.3855,-0.94595,0.55431,under,0.3855,0.55431,0.41153,-0.38803,False
663474,Triston McKenzie,2024-04-01,2024-04-02,2024,bovada,130.0,-170.0,3.383,6.5,False,0.0235,0.9765,0.0,0.0235,0.9765,0.40847,0.59153,0.06441,True,-0.38497,0.38497,-0.94595,0.55091,under,0.38497,0.55091,0.41153,-0.38803,False
808967,Yoshinobu Yamamoto,2024-03-30,2024-03-31,2024,mybookieag,105.0,-135.0,2.857,5.5,False,0.0766,0.9234,0.0,0.0766,0.9234,0.45921,0.54079,0.06227,True,-0.38261,0.38261,-0.84297,0.6074,under,0.38261,0.6074,,,False
808967,Yoshinobu Yamamoto,2024-03-30,2024-03-31,2024,betonlineag,105.0,-135.0,2.857,5.5,False,0.0766,0.9234,0.0,0.0766,0.9234,0.45921,0.54079,0.06227,True,-0.38261,0.38261,-0.84297,0.6074,under,0.38261,0.6074,,,False
606996,Kyle Hart,2025-04-12,2025-04-13,2025,pinnacle,-223.0,159.0,3.405,4.5,False,0.2593,0.7407,0.0,0.2593,0.7407,0.64134,0.35866,0.0765,True,-0.38204,0.38204,-0.62442,0.91841,under,0.38204,0.91841,0.64134,-0.38204,True
663474,Triston McKenzie,2024-04-01,2024-04-02,2024,mybookieag,135.0,-170.0,3.383,6.5,False,0.0235,0.9765,0.0,0.0235,0.9765,0.40329,0.59671,0.05516,True,-0.37979,0.37979,-0.94478,0.55091,under,0.37979,0.55091,0.41153,-0.38803,False
663474,Triston McKenzie,2024-04-01,2024-04-02,2024,draftkings,135.0,-170.0,3.383,6.5,False,0.0235,0.9765,0.0,0.0235,0.9765,0.40329,0.59671,0.05516,True,-0.37979,0.37979,-0.94478,0.55091,under,0.37979,0.55091,0.41153,-0.38803,False
543518,Scott McGough,2024-06-15,2024-06-16,2024,mybookieag,109.0,-152.0,3.099,1.5,False,0.8208,0.1792,0.0,0.8208,0.1792,0.44235,0.55765,0.08164,True,0.37845,-0.37845,0.71547,-0.70291,over,0.37845,0.71547,0.46489,0.35591,False
663623,Jake Irvin,2024-03-31,2024-03-31,2024,pointsbetus,-160.0,120.0,3.036,4.5,False,0.1981,0.8019,0.0,0.1981,0.8019,0.57516,0.42484,0.06993,True,-0.37706,0.37706,-0.67809,0.76418,under,0.37706,0.76418,,,False
694297,Brandon Pfaadt,2024-03-31,2024-03-31,2024,draftkings,-115.0,-105.0,4.146,6.5,False,0.134,0.866,0.0,0.134,0.866,0.51083,0.48917,0.04708,True,-0.37683,0.37683,-0.74948,0.69076,under,0.37683,0.69076,0.49906,-0.36506,False
625643,Reynaldo Lopez,2024-04-02,2024-04-02,2024,betrivers,-245.0,175.0,2.685,3.5,False,0.2853,0.7147,0.0,0.2853,0.7147,0.66135,0.33865,0.07378,True,-0.37605,0.37605,-0.59825,0.96543,under,0.37605,0.96543,,,False
625643,Reynaldo Lopez,2024-04-02,2024-04-02,2024,unibet_us,-245.0,175.0,2.685,3.5,False,0.2853,0.7147,0.0,0.2853,0.7147,0.66135,0.33865,0.07378,True,-0.37605,0.37605,-0.59825,0.96543,under,0.37605,0.96543,,,False
694297,Brandon Pfaadt,2024-03-31,2024-03-31,2024,betrivers,-120.0,-112.0,4.146,6.5,False,0.134,0.866,0.0,0.134,0.866,0.50799,0.49201,0.07376,True,-0.37399,0.37399,-0.75433,0.63921,under,0.37399,0.63921,0.49906,-0.36506,False
694297,Brandon Pfaadt,2024-03-31,2024-03-31,2024,unibet_us,-120.0,-112.0,4.146,6.5,False,0.134,0.866,0.0,0.134,0.866,0.50799,0.49201,0.07376,True,-0.37399,0.37399,-0.75433,0.63921,under,0.37399,0.63921,0.49906,-0.36506,False
543518,Scott McGough,2024-06-15,2024-06-16,2024,betonlineag,110.0,-143.0,3.099,1.5,False,0.8208,0.1792,0.0,0.8208,0.1792,0.44727,0.55273,0.06467,True,0.37353,-0.37353,0.72368,-0.69549,over,0.37353,0.72368,0.46489,0.35591,False
808967,Yoshinobu Yamamoto,2024-03-30,2024-03-31,2024,fanduel,110.0,-140.0,2.857,5.5,False,0.0766,0.9234,0.0,0.0766,0.9234,0.44944,0.55056,0.05952,True,-0.37284,0.37284,-0.83914,0.58297,under,0.37284,0.58297,,,False
606996,Kyle Hart,2025-04-12,2025-04-13,2025,williamhill_us,-214.0,152.0,3.405,4.5,False,0.2593,0.7407,0.0,0.2593,0.7407,0.63201,0.36799,0.07835,True,-0.37271,0.37271,-0.61953,0.86656,under,0.37271,0.86656,0.64134,-0.38204,False
676979,Garrett Crochet,2026-04-19,2026-04-19,2026,betrivers,-167.0,125.0,4.828,6.5,False,0.2123,0.7877,0.0,0.2123,0.7877,0.5846,0.4154,0.06991,True,-0.3723,0.3723,-0.66057,0.77232,under,0.3723,0.77232,,,False
694297,Brandon Pfaadt,2024-03-31,2024-03-31,2024,fanduel,-116.0,-110.0,4.146,6.5,False,0.134,0.866,0.0,0.134,0.866,0.50623,0.49377,0.06085,True,-0.37223,0.37223,-0.75048,0.65327,under,0.37223,0.65327,0.49906,-0.36506,False
669854,Ronel Blanco,2025-04-11,2025-04-12,2025,fanduel,-160.0,126.0,3.963,5.5,False,0.2103,0.7897,0.0,0.2103,0.7897,0.58172,0.41828,0.05786,True,-0.37142,0.37142,-0.65826,0.78472,under,0.37142,0.78472,,,False
670174,Josh Winckowski,2023-08-20,2023-08-20,2023,pinnacle,165.0,-234.0,2.487,1.5,False,0.7213,0.2787,0.0,0.7213,0.2787,0.35007,0.64993,0.07796,True,0.37123,-0.37123,0.91144,-0.6022,over,0.37123,0.91144,0.35007,0.37123,True
625643,Reynaldo Lopez,2024-04-02,2024-04-02,2024,williamhill_us,-121.0,-113.0,2.685,4.5,False,0.1368,0.8632,0.0,0.1368,0.8632,0.50788,0.49212,0.07803,True,-0.37108,0.37108,-0.75014,0.62709,under,0.37108,0.62709,0.48894,-0.35214,False
625643,Reynaldo Lopez,2024-04-02,2024-04-02,2024,fanduel,-115.0,-108.0,2.685,4.5,False,0.1368,0.8632,0.0,0.1368,0.8632,0.50742,0.49258,0.05411,True,-0.37062,0.37062,-0.74424,0.66246,under,0.37062,0.66246,0.48894,-0.35214,False
670174,Josh Winckowski,2023-08-20,2023-08-20,2023,betmgm,165.0,-225.0,2.487,1.5,False,0.7213,0.2787,0.0,0.7213,0.2787,0.35278,0.64722,0.06967,True,0.36852,-0.36852,0.91144,-0.59743,over,0.36852,0.91144,0.35007,0.37123,False
572020,James Paxton,2024-04-01,2024-04-02,2024,betrivers,-235.0,170.0,3.495,4.5,False,0.286,0.714,0.0,0.286,0.714,0.65446,0.34554,0.07186,True,-0.36846,0.36846,-0.5923,0.9278,under,0.36846,0.9278,,,False
572020,James Paxton,2024-04-01,2024-04-02,2024,unibet_us,-235.0,170.0,3.495,4.5,False,0.286,0.714,0.0,0.286,0.714,0.65446,0.34554,0.07186,True,-0.36846,0.36846,-0.5923,0.9278,under,0.36846,0.9278,,,False
606996,Kyle Hart,2025-04-12,2025-04-13,2025,draftkings,-220.0,145.0,3.405,4.5,False,0.2593,0.7407,0.0,0.2593,0.7407,0.62747,0.37253,0.09566,True,-0.36817,0.36817,-0.62284,0.81472,under,0.36817,0.81472,0.64134,-0.38204,False
694297,Brandon Pfaadt,2024-03-31,2024-03-31,2024,betmgm,-115.0,-115.0,4.146,6.5,False,0.134,0.866,0.0,0.134,0.866,0.5,0.5,0.06977,True,-0.366,0.366,-0.74948,0.61904,under,0.366,0.61904,0.49906,-0.36506,False
694297,Brandon Pfaadt,2024-03-31,2024-03-31,2024,pinnacle,-120.0,-121.0,4.146,6.5,False,0.134,0.866,0.0,0.134,0.866,0.49906,0.50094,0.09297,True,-0.36506,0.36506,-0.75433,0.5817,under,0.36506,0.5817,0.49906,-0.36506,True
668881,Hunter Greene,2023-08-25,2023-08-26,2023,barstool,-285.0,200.0,4.675,5.5,False,0.3245,0.6755,0.0,0.3245,0.6755,0.68952,0.31048,0.07359,True,-0.36502,0.36502,-0.56164,1.0265,under,0.36502,1.0265,,,False
625643,Reynaldo Lopez,2024-04-02,2024-04-02,2024,pointsbetus,-115.0,-115.0,2.685,4.5,False,0.1368,0.8632,0.0,0.1368,0.8632,0.5,0.5,0.06977,True,-0.3632,0.3632,-0.74424,0.61381,under,0.3632,0.61381,0.48894,-0.35214,False
663623,Jake Irvin,2024-03-31,2024-03-31,2024,betmgm,105.0,-140.0,3.036,5.5,False,0.0924,0.9076,0.0,0.0924,0.9076,0.45541,0.54459,0.07114,True,-0.36301,0.36301,-0.81058,0.55589,under,0.36301,0.55589,0.41468,-0.32228,False
694297,Brandon Pfaadt,2024-03-31,2024-03-31,2024,williamhill_us,-115.0,-119.0,4.146,6.5,False,0.134,0.866,0.0,0.134,0.866,0.49606,0.50394,0.07826,True,-0.36206,0.36206,-0.74948,0.59373,under,0.36206,0.59373,0.49906,-0.36506,False
668881,Hunter Greene,2024-04-16,2024-04-17,2024,pointsbetus,-130.0,100.0,6.099,8.5,False,0.1687,0.8313,0.0,0.1687,0.8313,0.53061,0.46939,0.06522,True,-0.36191,0.36191,-0.70153,0.6626,under,0.36191,0.6626,0.46059,-0.29189,False
477132,Clayton Kershaw,2025-09-28,2025-09-28,2025,betonlineag,146.0,-192.0,5.056,3.5,False,0.7434,0.2566,0.0,0.7434,0.2566,0.38204,0.61796,0.06404,True,0.36136,-0.36136,0.82876,-0.60975,over,0.36136,0.82876,,,False
572020,James Paxton,2024-04-01,2024-04-02,2024,betmgm,-120.0,-110.0,3.495,5.5,False,0.1505,0.8495,0.0,0.1505,0.8495,0.51012,0.48988,0.06926,True,-0.35962,0.35962,-0.72408,0.62177,under,0.35962,0.62177,0.45988,-0.30938,False
625643,Reynaldo Lopez,2024-04-02,2024-04-02,2024,betonlineag,-111.0,-116.0,2.685,4.5,False,0.1368,0.8632,0.0,0.1368,0.8632,0.49484,0.50516,0.0631,True,-0.35804,0.35804,-0.73996,0.60734,under,0.35804,0.60734,0.48894,-0.35214,False
572020,James Paxton,2024-04-01,2024-04-02,2024,williamhill_us,-121.0,-113.0,3.495,5.5,False,0.1505,0.8495,0.0,0.1505,0.8495,0.50788,0.49212,0.07803,True,-0.35738,0.35738,-0.72512,0.60127,under,0.35738,0.60127,0.45988,-0.30938,False
607192,Tyler Glasnow,2023-06-25,2023-06-25,2023,williamhill_us,-121.0,-121.0,5.874,8.5,False,0.1429,0.8571,0.0,0.1429,0.8571,0.5,0.5,0.09502,True,-0.3571,0.3571,-0.739,0.56545,under,0.3571,0.56545,0.48174,-0.33884,False
670174,Josh Winckowski,2023-08-20,2023-08-20,2023,williamhill_us,151.0,-228.0,2.487,1.5,False,0.7213,0.2787,0.0,0.7213,0.2787,0.36433,0.63567,0.09353,True,0.35697,-0.35697,0.81046,-0.59906,over,0.35697,0.81046,0.35007,0.37123,False
695549,Jackson Jobe,2025-03-31,2025-04-01,2025,bovada,-160.0,120.0,3.156,4.5,False,0.2187,0.7813,0.0,0.2187,0.7813,0.57516,0.42484,0.06993,True,-0.35646,0.35646,-0.64461,0.71886,under,0.35646,0.71886,0.54917,-0.33047,False
647336,Michael Soroka,2026-03-30,2026-03-31,2026,bovada,-180.0,135.0,3.281,4.5,False,0.2457,0.7543,0.0,0.2457,0.7543,0.60171,0.39829,0.06839,True,-0.35601,0.35601,-0.6178,0.7726,under,0.35601,0.7726,0.58675,-0.34105,False
543518,Scott McGough,2024-06-15,2024-06-16,2024,pinnacle,101.0,-134.0,3.099,1.5,False,0.8208,0.1792,0.0,0.8208,0.1792,0.46489,0.53511,0.07016,True,0.35591,-0.35591,0.64981,-0.68707,over,0.35591,0.64981,0.46489,0.35591,True
543518,Scott McGough,2024-06-15,2024-06-16,2024,betmgm,100.0,-135.0,3.099,1.5,False,0.8208,0.1792,0.0,0.8208,0.1792,0.46535,0.53465,0.07447,True,0.35545,-0.35545,0.6416,-0.68806,over,0.35545,0.6416,0.46489,0.35591,False
663623,Jake Irvin,2024-03-31,2024-03-31,2024,betonlineag,-143.0,110.0,3.036,4.5,False,0.1981,0.8019,0.0,0.1981,0.8019,0.55273,0.44727,0.06467,True,-0.35463,0.35463,-0.66337,0.68399,under,0.35463,0.68399,,,False
668881,Hunter Greene,2023-08-25,2023-08-26,2023,betmgm,-140.0,105.0,4.675,6.5,False,0.1901,0.8099,0.0,0.1901,0.8099,0.54459,0.45541,0.07114,True,-0.35449,0.35449,-0.67411,0.6603,under,0.35449,0.6603,0.52408,-0.33398,False
641927,Bailey Ober,2024-04-08,2024-04-08,2024,unibet_us,-200.0,148.0,3.439,4.5,False,0.2688,0.7312,0.0,0.2688,0.7312,0.62312,0.37688,0.06989,True,-0.35432,0.35432,-0.5968,0.81338,under,0.35432,0.81338,,,False
641927,Bailey Ober,2024-04-08,2024-04-08,2024,betrivers,-200.0,148.0,3.439,4.5,False,0.2688,0.7312,0.0,0.2688,0.7312,0.62312,0.37688,0.06989,True,-0.35432,0.35432,-0.5968,0.81338,under,0.35432,0.81338,,,False
663474,Triston McKenzie,2024-04-01,2024-04-02,2024,williamhill_us,146.0,-204.0,3.383,6.5,False,0.0235,0.9765,0.0,0.0235,0.9765,0.37725,0.62275,0.07756,True,-0.35375,0.35375,-0.94219,0.45518,under,0.35375,0.45518,0.41153,-0.38803,False
625643,Reynaldo Lopez,2024-04-02,2024-04-02,2024,mybookieag,-110.0,-120.0,2.685,4.5,False,0.1368,0.8632,0.0,0.1368,0.8632,0.48988,0.51012,0.06926,True,-0.35308,0.35308,-0.73884,0.58253,under,0.35308,0.58253,0.48894,-0.35214,False
625643,Reynaldo Lopez,2024-04-02,2024-04-02,2024,betmgm,-110.0,-120.0,2.685,4.5,False,0.1368,0.8632,0.0,0.1368,0.8632,0.48988,0.51012,0.06926,True,-0.35308,0.35308,-0.73884,0.58253,under,0.35308,0.58253,0.48894,-0.35214,False
625643,Reynaldo Lopez,2024-04-02,2024-04-02,2024,bovada,-110.0,-120.0,2.685,4.5,False,0.1368,0.8632,0.0,0.1368,0.8632,0.48988,0.51012,0.06926,True,-0.35308,0.35308,-0.73884,0.58253,under,0.35308,0.58253,0.48894,-0.35214,False
543518,Scott McGough,2024-06-15,2024-06-16,2024,superbook,-106.0,-141.0,3.099,1.5,False,0.8208,0.1792,0.0,0.8208,0.1792,0.46794,0.53206,0.09963,True,0.35286,-0.35286,0.59514,-0.69371,over,0.35286,0.59514,0.46489,0.35591,False
668881,Hunter Greene,2023-08-25,2023-08-26,2023,williamhill_us,-146.0,100.0,4.675,6.5,False,0.1901,0.8099,0.0,0.1901,0.8099,0.54275,0.45725,0.0935,True,-0.35265,0.35265,-0.67969,0.6198,under,0.35265,0.6198,0.52408,-0.33398,False
477132,Clayton Kershaw,2025-09-28,2025-09-28,2025,mybookieag,137.0,-192.0,5.056,3.5,False,0.7434,0.2566,0.0,0.7434,0.2566,0.39088,0.60912,0.07948,True,0.35252,-0.35252,0.76186,-0.60975,over,0.35252,0.76186,,,False
663623,Jake Irvin,2024-03-31,2024-03-31,2024,mybookieag,-140.0,110.0,3.036,4.5,False,0.1981,0.8019,0.0,0.1981,0.8019,0.55056,0.44944,0.05952,True,-0.35246,0.35246,-0.6604,0.68399,under,0.35246,0.68399,,,False
571927,Steven Matz,2026-03-29,2026-03-29,2026,fanduel,-138.0,104.0,2.214,3.5,False,0.1897,0.8103,0.0,0.1897,0.8103,0.54188,0.45812,0.07003,True,-0.35218,0.35218,-0.67284,0.65301,under,0.35218,0.65301,0.54188,-0.35218,False
571927,Steven Matz,2026-03-29,2026-03-29,2026,pinnacle,-138.0,104.0,2.214,3.5,False,0.1897,0.8103,0.0,0.1897,0.8103,0.54188,0.45812,0.07003,True,-0.35218,0.35218,-0.67284,0.65301,under,0.35218,0.65301,0.54188,-0.35218,True
625643,Reynaldo Lopez,2024-04-02,2024-04-02,2024,pinnacle,-110.0,-121.0,2.685,4.5,False,0.1368,0.8632,0.0,0.1368,0.8632,0.48894,0.51106,0.07132,True,-0.35214,0.35214,-0.73884,0.57659,under,0.35214,0.57659,0.48894,-0.35214,True
668881,Hunter Greene,2024-04-16,2024-04-17,2024,draftkings,-125.0,-105.0,6.099,8.5,False,0.1687,0.8313,0.0,0.1687,0.8313,0.5203,0.4797,0.06775,True,-0.3516,0.3516,-0.69634,0.62301,under,0.3516,0.62301,0.46059,-0.29189,False
543518,Scott McGough,2024-06-15,2024-06-16,2024,draftkings,100.0,-130.0,3.099,1.5,False,0.8208,0.1792,0.0,0.8208,0.1792,0.46939,0.53061,0.06522,True,0.35141,-0.35141,0.6416,-0.68295,over,0.35141,0.6416,0.46489,0.35591,False
571927,Steven Matz,2026-03-29,2026-03-29,2026,bovada,-135.0,105.0,2.214,3.5,False,0.1897,0.8103,0.0,0.1897,0.8103,0.54079,0.45921,0.06227,True,-0.35109,0.35109,-0.66978,0.66112,under,0.35109,0.66112,0.54188,-0.35218,False
571927,Steven Matz,2026-03-29,2026-03-29,2026,betmgm,-135.0,105.0,2.214,3.5,False,0.1897,0.8103,0.0,0.1897,0.8103,0.54079,0.45921,0.06227,True,-0.35109,0.35109,-0.66978,0.66112,under,0.35109,0.66112,0.54188,-0.35218,False
601713,Nick Pivetta,2025-04-11,2025-04-12,2025,bovada,-165.0,125.0,4.954,6.5,False,0.2342,0.7658,0.0,0.2342,0.7658,0.5835,0.4165,0.06709,True,-0.3493,0.3493,-0.62386,0.72305,under,0.3493,0.72305,0.58297,-0.34877,False
628317,Kenta Maeda,2024-09-29,2024-09-29,2024,pinnacle,101.0,-134.0,4.379,2.5,False,0.814,0.186,0.0,0.814,0.186,0.46489,0.53511,0.07016,True,0.34911,-0.34911,0.63614,-0.67519,over,0.34911,0.63614,0.46489,0.34911,True
601713,Nick Pivetta,2025-04-11,2025-04-12,2025,pinnacle,-166.0,124.0,4.954,6.5,False,0.2342,0.7658,0.0,0.2342,0.7658,0.58297,0.41703,0.07049,True,-0.34877,0.34877,-0.62472,0.71539,under,0.34877,0.71539,0.58297,-0.34877,True
628317,Kenta Maeda,2024-09-29,2024-09-29,2024,betmgm,100.0,-135.0,4.379,2.5,False,0.814,0.186,0.0,0.814,0.186,0.46535,0.53465,0.07447,True,0.34865,-0.34865,0.628,-0.67622,over,0.34865,0.628,0.46489,0.34911,False
489119,Wade Miley,2023-05-04,2023-05-04,2023,unibet_us,135.0,-182.0,5.013,3.5,False,0.7458,0.2542,0.0,0.7458,0.2542,0.39735,0.60265,0.07092,True,0.34845,-0.34845,0.75263,-0.60613,over,0.34845,0.75263,0.40289,0.34291,False
489119,Wade Miley,2023-05-04,2023-05-04,2023,barstool,135.0,-182.0,5.013,3.5,False,0.7458,0.2542,0.0,0.7458,0.2542,0.39735,0.60265,0.07092,True,0.34845,-0.34845,0.75263,-0.60613,over,0.34845,0.75263,0.40289,0.34291,False
489119,Wade Miley,2023-05-04,2023-05-04,2023,betrivers,135.0,-182.0,5.013,3.5,False,0.7458,0.2542,0.0,0.7458,0.2542,0.39735,0.60265,0.07092,True,0.34845,-0.34845,0.75263,-0.60613,over,0.34845,0.75263,0.40289,0.34291,False
808967,Yoshinobu Yamamoto,2024-03-30,2024-03-31,2024,pointsbetus,120.0,-160.0,2.857,5.5,False,0.0766,0.9234,0.0,0.0766,0.9234,0.42484,0.57516,0.06993,True,-0.34824,0.34824,-0.83148,0.50052,under,0.34824,0.50052,,,False
681035,Christian Scott,2026-05-01,2026-05-02,2026,betmgm,-135.0,100.0,2.987,4.5,False,0.1865,0.8135,0.0,0.1865,0.8135,0.53465,0.46535,0.07447,True,-0.34815,0.34815,-0.67535,0.627,under,0.34815,0.627,0.5,-0.3135,False
668881,Hunter Greene,2024-04-16,2024-04-17,2024,betmgm,-120.0,-105.0,6.099,8.5,False,0.1687,0.8313,0.0,0.1687,0.8313,0.51572,0.48428,0.05765,True,-0.34702,0.34702,-0.69072,0.62301,under,0.34702,0.62301,0.46059,-0.29189,False
670174,Josh Winckowski,2023-08-20,2023-08-20,2023,pointsbetus,150.0,-200.0,2.487,1.5,False,0.7213,0.2787,0.0,0.7213,0.2787,0.375,0.625,0.06667,True,0.3463,-0.3463,0.80325,-0.58195,over,0.3463,0.80325,0.35007,0.37123,False
676979,Garrett Crochet,2026-04-19,2026-04-19,2026,draftkings,104.0,-133.0,4.828,7.5,False,0.1163,0.8837,0.0,0.1163,0.8837,0.46201,0.53799,0.06101,True,-0.34571,0.34571,-0.76275,0.54814,under,0.34571,0.54814,0.44331,-0.32701,False
628317,Kenta Maeda,2024-09-29,2024-09-29,2024,bovada,100.0,-130.0,4.379,2.5,False,0.814,0.186,0.0,0.814,0.186,0.46939,0.53061,0.06522,True,0.34461,-0.34461,0.628,-0.67092,over,0.34461,0.628,0.46489,0.34911,False
628317,Kenta Maeda,2024-09-29,2024-09-29,2024,draftkings,100.0,-130.0,4.379,2.5,False,0.814,0.186,0.0,0.814,0.186,0.46939,0.53061,0.06522,True,0.34461,-0.34461,0.628,-0.67092,over,0.34461,0.628,0.46489,0.34911,False
572020,James Paxton,2024-04-01,2024-04-02,2024,draftkings,-110.0,-115.0,3.495,5.5,False,0.1505,0.8495,0.0,0.1505,0.8495,0.49477,0.50523,0.05869,True,-0.34427,0.34427,-0.71268,0.5882,under,0.34427,0.5882,0.45988,-0.30938,False
