player_name,team_name,position,defensive_runs_saved,framing_runs_saved,pitches_framed,stolen_base_runs,pickoff_runs,throwing_runs,blocking_runs,infield_gb_runs,bunt_runs,double_play_runs_start,double_play_runs_pivot,infield_fb_runs,outfield_fb_runs,outfield_arm_runs
Ashton Ross,St. Bonaventure,C,-0.21,-0.72,33,-0.05,0,-0.05,0.56,0,0,0,0,0,0,0
Brayden Gutierrez,Saint Mary's (CA),C,-0.22,-0.67,68,-0.14,0,-0.14,0.55,0.05,0,0,0,0,0,0
Andrew Costello,Wake Forest,C,-0.22,-0.28,27,0.11,0,0.11,-0.05,0,0,0,0,0,0,0
Teige Lethert,VCU,C,-0.22,-1.07,745,-0.14,-0.67,-0.81,1.37,0,0.29,0,-0.01,0.01,0,0
Cooper McKenzie,Bowling Green,C,-0.22,-0.95,238,-0.55,0,-0.55,1.74,0,-0.46,0,0,0,0,0
Brock Leitgeb,Michigan,C,-0.22,-0.1,33,0,0,0,-0.13,0,0,0,0,0,0,0
Nate Snakenborg,Nevada,C,-0.23,-0.4,153,0.23,0,0.23,-0.06,0,0,0,0,0,0,0
Zach Adams,Central Arkansas,C,-0.23,0.17,244,-0.35,-0.55,-0.9,0.84,-0.33,0,0,0,0,0,0
Evan Chadwick,Texas A&M-Corpus Christi,C,-0.24,0.14,32,-0.05,0,-0.05,-0.34,0,0,0,0,0,0,0
Thomas Sheridan,Canisius,C,-0.24,-0.8,179,-0.39,0,-0.39,1.02,0.06,-0.13,0,0,0,0,0
Kevin Spear,Washington,C,-0.24,0.02,63,0.06,0,0.06,-0.32,0,0,0,0,0,0,0
Danny Witters,Central Connecticut,C,-0.24,0.67,182,-0.55,0,-0.55,-0.35,0,0,0,-0.01,0,0,0
Chet Bowling,Winthrop,C,-0.24,-0.78,76,-0.04,0,-0.04,0.58,0,0,0,0,0,0,0
Caleb Niehaus,Indiana State,C,-0.25,-0.25,5,0,0,0,0,0,0,0,0,0,0,0
Kade Huff,Grand Canyon,C,-0.25,-0.25,23,-0.05,0,-0.05,0.05,0,0,0,0,0,0,0
Brady Dallimore,TCU,C,2.07,-0.91,409,0.33,0,0.33,2.92,-0.32,0.07,0,-0.02,0,0,0
Zan Von Schlegell,St. Thomas (MN),C,-0.26,-0.55,23,0,0,0,0.23,0.06,0,0,0,0,0,0
Parker Ivy,Lehigh,C,-0.26,-0.7,31,0.06,0,0.06,0.38,0,0,0,0,0,0,0
Sebastian Pisacreta,Pittsburgh,C,-0.26,-3.51,800,0.43,-0.29,0.14,2.97,0.11,-0.07,0,0.1,0,0,0
Angelo Aleman,Bradley,C,-0.27,-0.27,9,-0.05,0,-0.05,0.04,0,0,0,0,0,0,0
Ross Highfill,Purdue,C,-0.27,-0.76,203,0.17,0,0.17,0.33,0,0,0,0,0,0,0
Tommy Koch,UT Martin,C,-0.27,-1.72,450,-0.16,0,-0.16,1.58,0.05,0,0,-0.03,0.01,0,0
Nathan Bowes,Sacred Heart,C,-0.27,-0.23,314,-0.43,-0.35,-0.78,-0.03,0,0.68,0,0.08,0,0,0
Kyle Pettersen,UC Davis,C,-0.27,-0.93,33,-0.05,0,-0.05,0.7,0,0,0,0,0,0,0
Christian Smith,Quinnipiac,C,-0.27,-0.35,136,0.08,0,0.08,0,0,0,0,0,0,0,0
Justin Rumfield,Incarnate Word,C,-0.28,-0.15,4,0,0,0,-0.12,0,0,0,0,0,0,0
Luke Lambert,Delaware,C,-0.28,-0.43,27,-0.15,0,-0.15,0.3,0,0,0,0,0,0,0
Hunter Stencil,Illinois State,C,-0.28,0.17,59,-0.2,-0.4,-0.6,0.15,0,0,0,0,0,0,0
Gabe Juarez,East Tennessee State,C,-0.29,-0.43,146,-0.1,0,-0.1,0.25,0,0,0,0,0,0,0
Karson Evans,New Orleans,C,-0.3,-0.78,193,-0.13,-0.04,-0.17,0.04,0,0.6,0,0,0,0,0
Mitchell Morton,Xavier,C,-0.3,-1.23,141,0.18,0,0.18,0.72,0.04,0,-0.01,0,0,0,0
Wilmer Cuevas,Alabama A&M,C,-0.3,0.02,167,-0.4,0,-0.4,0.07,0,0,0,0,0.01,0,0
Dawson Walls,Oral Roberts,C,-0.3,-0.33,34,0,0,0,0.03,0,0,0,0,0,0,0
Will Christopher,Stonehill,C,-0.3,-0.3,10,0,0,0,0,0,0,0,0,0,0,0
Colin Blanchard,TCU,C,0.75,0.23,16,0,0,0,0.52,0,0,0,0,0,0,0
Nathan Sofield,Presbyterian,C,-0.31,-0.26,6,-0.05,0,-0.05,0,0,0,0,0,0,0,0
Noah Brooks,Siena,C,-0.31,0.12,162,-0.02,0,-0.02,-0.39,0,0,0,-0.02,0,0,0
Ryan Kolben,UMass,C,-0.32,-0.4,900,-0.2,0,-0.2,-0.6,-0.21,1.11,0,-0.02,0,0,0
Gage Adams,San Diego State,C,-0.32,-0.44,151,-0.35,0,-0.35,0.47,0,0,0,0,0,0,0
Daniel Contreras,Illinois,C,-0.33,-3.38,458,-0.13,1.28,1.15,1.68,0.08,0.15,0,-0.02,0,0,0
Brian Carrothers,St. Bonaventure,C,-0.33,-0.1,16,-0.2,0,-0.2,-0.02,0,-0.01,0,0,0,0,0
Ryan Jones,Akron,C,-0.33,-0.69,126,0.07,0,0.07,0.29,0,0,0,-0.01,0,0,0
Mason Palermo,Oakland,C,-0.34,-1.4,130,-0.19,0,-0.19,1.24,0,0,0,0,0,0,0
Will Smoot,Illinois-Chicago,C,-0.35,-0.74,57,-0.45,0,-0.45,0.84,0,0,0,0,0,0,0
Alex Gamboa,Loyola Marymount,C,-0.35,-0.41,14,0,0,0,0.06,0,0,0,0,0,0,0
Mac McCommons,Navy,C,-0.36,-0.11,15,0,0,0,-0.25,0,0,0,0,0,0,0
Hogan Garner,College of Charleston,C,-0.37,0.23,13,0,0,0,-0.6,0,0,0,0,0,0,0
Ian Collier,Florida Atlantic,C,-0.37,-5.23,650,-0.94,0.56,-0.38,4.78,0.26,0.09,0,0.11,0,0,0
Luke Landrus,Illinois,C,-0.37,0,6,-0.05,0,-0.05,-0.32,0,0,0,0,0,0,0
Aaron Orozco,Charlotte,C,-0.37,-0.29,184,-0.14,0,-0.14,0,0.1,0,0,-0.04,0,0,0
Brandon Davis,Georgia State,C,-0.38,0,0,0,0,0,-0.38,0,0,0,0,0,0,0
JJ Kennett,Baylor,C,-0.39,-4.43,776,0.16,0.74,0.9,4.21,-0.31,-0.39,0,0,-0.38,0,0
John Austin Wood,North Alabama,C,-0.39,-0.33,25,-0.2,0,-0.2,0.14,0,0,0,0,0,0,0
Wilfred Gonzalez,FGCU,C,-0.39,-0.05,31,-0.05,0,-0.05,-0.28,0,0,0,0,0,0,0
Declan Spooner,St. John's,C,-0.39,-0.32,40,-0.05,0,-0.05,-0.02,0,0,0,0,0,0,0
Drue Saenz,Southern Indiana,C,-0.39,0.95,666,-0.58,1.17,0.59,-1.73,0,-0.21,0,0,0.01,0,0
Eric Fouraker,North Florida,C,-0.41,-0.71,42,-0.05,0,-0.05,0.35,0,0,0,0,0,0,0
Jack Arcamone,Georgia,C,-0.41,-0.06,31,0,0,0,-0.35,0,0,0,0,0,0,0
Dominick Inzilla,Wagner,C,-0.41,-0.06,8,0,0,0,-0.33,0,0,0,-0.02,0,0,0
Nicholas Solorzano,UMass Lowell,C,-0.41,-0.23,676,-0.35,0,-0.35,0.19,0.04,0,0,-0.06,0,0,0
Cooper Smith,Utah Tech,C,-0.41,-0.32,41,0.06,0,0.06,-0.15,0,0,0,0,0,0,0
Thomas O’Connell,Virginia,C,-0.42,-1.7,273,0.08,0,0.08,0.79,0.29,0,0,0.12,0,0,0
Branston Lindquist,Toledo,C,-0.42,-0.16,3,0,0,0,-0.25,0,0,0,0,0,0,0
Miken Miller,Nebraska,C,-0.42,-0.61,32,-0.05,0,-0.05,0.24,0,0,0,0,0,0,0
Tristan Crane,Eastern Michigan,C,-0.43,-0.21,28,0.06,0,0.06,-0.4,0,0,0,0.12,0,0,0
Dominic Archila,Wichita State,C,-0.44,0.07,87,-0.04,0,-0.04,-0.47,0,0,0,0,0,0,0
Andrew Stucky,UTSA,C,-0.45,-5.16,895,-0.22,0,-0.22,4.73,0.15,0.06,0,-0.01,0,0,0
Braxton Templin,Georgetown,C,-0.45,-0.04,5,0,0,0,-0.41,0,0,0,0,0,0,0
Joe Perri,Albany,C,-0.45,-0.59,109,-0.4,0,-0.4,0.54,0,0,0,0,0,0,0
Avery Smith,Penn State,C,-0.46,-2.55,756,-0.17,0.88,0.71,1.53,0,-0.15,0,-0.01,0,0,0
Owen Arias,Central Connecticut,C,-0.47,0.24,129,-0.38,-0.72,-1.1,0.19,0,0.18,0,0,0.01,0,0
Simon Scharff,Lipscomb,C,-0.47,-2.22,306,-0.43,-0.92,-1.35,2.13,0,0.97,0,0,0.01,0,0
Cam Righi,Connecticut,C,-0.47,0.15,146,-0.2,0,-0.2,-0.13,0,0.1,0,-0.01,-0.38,0,0
Kaleb Wilkey,Evansville,C,-0.48,-2.06,125,0.17,0,0.17,1.38,0.03,0,0,0,0,0,0
Joey Calabretti,St. Bonaventure,C,-0.49,-0.34,6,-0.15,0,-0.15,0,0,0,0,0,0,0,0
Dom Camera,Fairfield,C,-0.5,-0.69,207,0.01,0.52,0.53,-0.32,0,0,0,-0.01,0,0,0
Dom Kibler,Milwaukee,C,-0.5,0.34,564,-0.07,-0.26,-0.33,-0.93,0.18,0.26,0,-0.03,0.01,0,0
Charlie Cochran,North Alabama,C,-0.51,-0.42,93,-0.04,0,-0.04,-0.05,0,0,0,0,0,0,0
Camden Clewett,Baylor,C,-0.51,-0.51,12,0,0,0,0,0,0,0,0,0,0,0
Connor Mendell,Northern Illinois,C,-0.51,-0.61,166,-0.24,0,-0.24,0.22,0,0.12,0,0,0,0,0
Kyle Stephens,Albany,C,-0.51,-1.01,150,-0.21,0,-0.21,0.71,0,0,0,0,0,0,0
Brennen Barczai,Coppin State,C,-0.52,-0.58,33,-0.05,0,-0.05,0.11,0,0,0,0,0,0,0
Carter Richey,Villanova,C,-0.52,-0.63,77,-0.1,0,-0.1,0.2,0,0,0,0,0,0,0
Luke Babcock,Mercyhurst,C,-0.54,-1.11,662,-1.36,0,-1.36,2.3,-0.27,-0.06,0,-0.04,0,0,0
Russ Filter,Santa Clara,C,-0.55,-0.48,22,-0.05,0,-0.05,-0.02,0,0,0,0,0,0,0
Vidal Colon,Illinois-Chicago,C,-0.59,0.14,159,0.08,0,0.08,-0.59,0.04,-0.24,-0.02,0,0,0,0
Nolan Traeger,TCU,C,2.9,-1.22,790,-0.24,-0.04,-0.28,4.19,0.05,0.15,0,0,0,0,0
Cal Chance,UMass Lowell,C,-0.6,-0.71,72,-0.04,0,-0.04,0.15,0,0,0,0,0,0,0
Noah Canter,Pacific,C,-0.6,-0.84,53,-0.04,0,-0.04,0.28,0,0,0,0,0,0,0
Kyle McKernan,Lafayette,C,-0.6,-2.16,244,-0.46,0.88,0.42,1.02,0.12,0,0,-0.01,0,0,0
Brady Whitacre,Radford,C,-0.61,0.36,292,-0.09,0,-0.09,-0.74,0.08,-0.19,0,-0.03,0,0,0
Carlos Diaz,Western Carolina,C,-0.62,-0.75,46,0.01,0,0.01,0.12,0,0,0,0,0,0,0
Andrew Ermis,Texas,C,2.19,1.76,151,0.12,0,0.12,0.31,0,0,0,0,0,0,0
Ryan Schummer,Youngstown State,C,-0.63,-0.36,124,-0.24,0,-0.24,-0.03,0,0,0,0,0,0,0
Jace Gilligan,Saint Peter's,C,-0.63,-0.13,43,0.01,0,0.01,-0.51,0,0,0,0,0,0,0
Korbin Reynolds,Vanderbilt,C,-0.64,-5.16,1097,0.66,0,0.66,3.8,0.06,-0.02,0,0,0.01,0,0
Sean Marlow,St. Thomas (MN),C,-0.64,-0.38,23,-0.1,0,-0.1,-0.16,0,0,0,0,0,0,0
Dallas Brooks,UCF,C,-0.65,-1.32,78,-0.05,0,-0.05,0.72,0,0,0,0,0,0,0
Brady Luyben,San Francisco,C,-0.66,-0.81,73,-0.05,0,-0.05,0.18,0,0.02,0,0,0,0,0
Carson Tinney,Texas,C,14.54,8.06,1079,0.18,0,0.18,5.94,0.24,0.1,0,-0.01,0.02,0,0
Jack Kleveno,Utah,C,-0.66,-4.31,494,0.52,0,0.52,2.93,0,0.2,0,0,0,0,0
Jake Suarez,Davidson,C,-0.68,0.07,23,-0.1,0,-0.1,-0.65,0,0,0,0,0,0,0
Phillips Daniels,The Citadel,C,-0.68,-1.67,740,0.45,0,0.45,-0.14,0.15,0.54,0,0,0,0,0
Nico Ong,UMBC,C,-0.69,-1.26,195,0.02,0,0.02,0.55,0,0,0,0,0,0,0
Chris Cancel,Connecticut,C,-0.74,-1.17,363,-0.11,0,-0.11,0.29,0.05,0.23,-0.02,-0.02,0,0,0
Marcus Galvan,Grand Canyon,C,-0.74,-2.34,272,-0.3,-0.26,-0.56,2.16,0,0,0,0,0,0,0
Tagger Tyson,Kentucky,C,-0.74,0.01,372,-0.27,0,-0.27,-0.23,0,-0.24,0,0,0,0,0
Hayden Perry,Samford,C,-0.75,-1.67,117,-0.08,-0.26,-0.34,1.26,0,0,0,0,0,0,0
Dylan Simeone,Wagner,C,-0.75,-0.39,73,0.07,0,0.07,-0.43,0,0,0,0,0,0,0
Carson Hodges,The Citadel,C,-0.76,-0.7,54,0.11,0,0.11,-0.17,0,0,0,0,0,0,0
Steve Polizzi,Saint Peter's,C,-0.76,-0.95,829,-2.08,0.1,-1.98,2.4,-0.34,0.15,-0.02,-0.01,0,0,0
Alex Duffey,Kentucky,C,-0.77,-0.8,30,-0.1,0,-0.1,0.13,0,0,0,0,0,0,0
Brayden Hromada,Quinnipiac,C,-0.77,-0.62,118,-0.08,0,-0.08,0.26,0,-0.33,0,0,0,0,0
Alexandre Giguère,Washington State,C,-0.78,-1.32,243,-0.12,0,-0.12,1.68,0,-1.02,0,0,0,0,0
Jake Bennett,Dallas Baptist,C,-0.78,-0.99,35,0,0,0,0.22,0,0,0,0,0,0,0
Nate Manley,Wright State,C,-0.78,-0.72,330,-0.73,0.31,-0.42,0.58,-0.18,0,0,-0.03,0,0,0
Jack McMullan,Longwood,C,-0.79,-2.49,795,-0.27,0,-0.27,2.27,0.25,-0.54,0,0,0,0,0
Bowen Tabola,Missouri State,C,-0.79,-0.56,29,0.01,0,0.01,-0.24,0,0,0,0,0,0,0
Tyler Phillips,Eastern Kentucky,C,-0.79,-0.39,151,-0.23,0,-0.23,0.47,-0.27,0,0,0,-0.38,0,0
Derek Diaz,Le Moyne,C,-0.79,0.1,22,0,0,0,-0.89,0,0,0,0,0,0,0
Boyce Read,VCU,C,-0.79,-0.85,23,0,0,0,0.06,0,0,0,0,0,0,0
DJ Scheumann,Ball State,C,-0.8,-0.23,68,-0.1,0,-0.1,-0.47,0,0,0,0,0,0,0
Mason Wilson,UCF,C,-0.85,-0.81,21,0,0,0,-0.04,0,0,0,0,0,0,0
Nick Spaner,Holy Cross,C,-0.85,-0.55,30,-0.1,0,-0.1,-0.2,0,0,0,0,0,0,0
Gavin Bogdanchik,Elon,C,-0.86,-3.15,421,-0.44,0,-0.44,2.68,0.05,0.02,-0.02,0,0,0,0
Bryce Miller,Yale,C,-0.87,-3.04,524,-0.14,1.19,1.05,-0.19,0.13,1.2,0,-0.01,0,0,0
Mack Whitcomb,Vanderbilt,C,-0.88,-0.53,135,-0.15,0,-0.15,-0.2,0,0,0,0,0,0,0
Presley Courville,Texas,C,-0.62,-0.81,45,0,0,0,0.19,0,0,0,0,0,0,0
Cade Arrambide,LSU,C,-0.91,-3.29,851,0.18,0.74,0.92,2.1,-1.32,0.72,-0.01,-0.03,0,0,0
Matthew Cash,Jacksonville State,C,-0.91,-0.72,109,0.22,0,0.22,0.34,0.03,0,0,-0.02,-0.76,0,0
Taylor Belza,Auburn,C,-0.92,-0.84,39,0,0,0,-0.26,0,0.18,0,0,0,0,0
Andrew Lamb,USC,C,-0.31,-0.31,6,0,0,0,0,0,0,0,0,0,0,0
Teddy Ruffner,Youngstown State,C,-0.93,0.22,264,-0.37,0.52,0.15,-0.86,0.13,-0.56,0,0,0,0,0
Oliver Service,Marshall,C,-0.94,-0.6,27,-0.05,0,-0.05,-0.29,0,0,0,0,0,0,0
Ayden Hadley,Sacramento State,C,-0.94,-1.82,186,-0.08,0,-0.08,1.18,0,-0.22,0,0,0,0,0
Troy Osborne,Portland,C,-0.96,0.02,147,0.28,0,0.28,-1.24,0,0,0,-0.01,0,0,0
Will Brooks,Davidson,C,-0.96,-1.64,573,-0.24,0,-0.24,0.74,0,0.18,0,-0.01,0,0,0
Witt Scafidi,William & Mary,C,-0.97,-3.09,640,-0.39,0,-0.39,2.91,-0.39,0,0,0,0,0,0
Luke Evenson,South Dakota State,C,-0.97,-2.75,193,-0.29,0.31,0.02,1.67,0.03,0.07,0,0,0,0,0
Josh Bullock,Saint Peter's,C,-0.97,-0.74,68,-0.14,0,-0.14,-0.16,0.06,0,0,0,0,0,0
Jake Paulick,Northern Kentucky,C,-0.98,-0.06,699,0.33,0,0.33,-0.55,0,-0.3,0,-0.02,-0.38,0,0
Ryan Schwartz,Kentucky,C,-0.98,-0.58,110,-0.5,0,-0.5,-0.89,0,0.99,0,0,0,0,0
Zane Becker,Texas A&M,C,-0.99,-0.78,71,-0.1,0,-0.1,-0.1,0,0,0,0,0,0,0
Sam Bond,Northern Kentucky,C,-0.99,-0.56,19,-0.2,0,-0.2,-0.23,0,0,0,0,0,0,0
Moises Rosario,Southeast Missouri,C,-0.99,-1.18,349,-0.22,0.56,0.34,1.18,0,-1.32,0,0,0,0,0
Jayton Greer,San Diego,C,-1.03,-1.29,117,-0.25,0,-0.25,0.52,0,0,0,-0.01,0,0,0
Gavin Brewer,Cincinnati,C,-1.06,-0.26,37,-0.1,0,-0.1,-0.8,0.1,0,0,0,0,0,0
Evan Holstein,Kennesaw State,C,-1.07,-0.32,40,-0.1,-0.72,-0.82,0.05,0,0,0,0,0.01,0,0
Diego Davis,Pacific,C,-1.08,-2.54,1070,-0.27,0.37,0.1,1.3,0.03,0.06,0,-0.04,0.01,0,0
Nick Lundquist,Stonehill,C,-1.09,-0.44,170,-0.54,0.31,-0.23,-0.06,-0.33,0,0,-0.02,0,0,0
Enrico Carrion,Incarnate Word,C,-1.09,-0.89,231,-0.24,0,-0.24,0.04,0,0,0,0,0,0,0
Zach Crandall,UC Irvine,C,-1.13,-0.79,270,-0.09,0,-0.09,-0.32,0.06,0,0,0,0,0,0
Colin Barczi,Vanderbilt,C,-1.14,-0.08,84,0.11,0,0.11,-1.17,0,0,0,0,0,0,0
Vincent Gamberdella,San Jose State,C,-1.15,-1.17,47,-0.04,0,-0.04,0.16,0,-0.1,0,0,0,0,0
Elijah Rodriguez,Texas Southern,C,-1.17,-0.95,323,0.25,0,0.25,0.46,0,-0.55,0,0,-0.38,0,0
Breck Romero,Western Illinois,C,-1.18,-1.59,95,0.03,0,0.03,0.39,0,0,0,0,0,0,0
Franklin Pichardo Jr.,Maryland,C,-1.19,-2.22,121,0.02,0,0.02,1.02,0,0,0,0,0,0,0
Caden Sammler,Florida International,C,-1.2,-1.07,484,-0.34,1.28,0.94,-1.06,0,0,0,0,0,0,0
Alejandro Ludeiro,Lipscomb,C,-1.21,-3.93,586,0.57,0,0.57,2.36,0.1,-0.33,0,0,0.01,0,0
Mikey Vanderheyden,Houston,C,-1.22,-0.75,83,-0.14,0,-0.14,-0.09,-0.24,0,0,0,0,0,0
Grant Mangrum,Ohio State,C,-1.24,-0.67,518,-0.32,-1.2,-1.52,1.12,0,-0.16,0,-0.02,0,0,0
Noah Bright,Michigan State,C,-1.25,-0.94,498,-1.16,-0.04,-1.2,0.28,0.49,0,0,0.12,0,0,0
Danny Perez,Stetson,C,-1.26,-1.14,66,-0.24,0,-0.24,0.12,0,0,0,0,0,0,0
Fabian Santana,Alabama State,C,-1.27,-1.23,188,-0.08,0,-0.08,0.24,0,-0.2,0,0,0,0,0
Eric Wainwright,Maine,C,-1.27,-0.51,74,-0.08,0,-0.08,-0.56,0,-0.11,0,0,0,0,0
Travis Church,Marist,C,-1.28,-1.25,54,0.06,0,0.06,-0.11,0,0,0,0,0.01,0,0
Krayton Morse,Western Illinois,C,-1.29,-0.58,891,-1.08,0,-1.08,1.11,-0.18,-0.6,-0.02,0.06,0,0,0
Mykah Pelzer,Delaware State,C,-1.29,-0.12,172,-0.53,0,-0.53,-0.3,-0.34,0,0,0,0,0,0
Zak Skinner,UCF,C,-1.29,-6.08,1150,-0.68,1.8,1.12,3.35,0,0.21,0,0.1,0,0,0
Zach Mazoch,UT Arlington,C,-1.3,-0.58,75,-0.2,-0.68,-0.88,0.16,0,0,0,0,0,0,0
Joe Crenshaw,Richmond,C,-1.32,-1.36,34,-0.05,0,-0.05,0.09,0,0,0,0,0,0,0
Kyle Hepburn,SIUE,C,-1.32,-1.07,49,0.01,0,0.01,-0.39,0.13,0,0,0,0,0,0
Parker Zeiser,Mercyhurst,C,-1.34,-0.66,238,-0.31,0.08,-0.23,-0.17,0,-0.27,0,0,0,0,0
Tanner Berry,UNC Greensboro,C,-1.35,-4.05,658,0.41,0,0.41,2.29,0,0,0,0,0,0,0
Robbie Lavey,George Washington,C,-1.35,-4.45,1168,0.87,0.29,1.16,2,0.1,-0.15,0,0,0,0,0
Adrien Mendoza,Alabama State,C,-1.38,-1.46,125,0.06,-0.14,-0.08,0.21,0.02,0,0,-0.07,0,0,0
Isaac Cadena,USC,C,3.03,2.74,842,0.09,0,0.09,0.09,0.1,0.01,0,0,0,0,0
Mark Rutherford,Dayton,C,-1.42,-0.23,143,-0.2,0,-0.2,-0.99,0,0,0,0,0,0,0
Brady McAbee,Memphis,C,-1.45,-3.07,335,-0.64,0,-0.64,2.26,0,0,0,0,0,0,0
Isaiah Ibarra,USC,C,1.19,1.11,113,0,0,0,-0.02,0,0.09,0,0,0,0,0
Ty Denton,Tennessee Tech,C,-1.48,-1.2,178,-0.29,0,-0.29,0.42,0,-0.41,0,0,0,0,0
Owen Jenkins,Kentucky,C,-1.51,0.34,738,-0.31,0.24,-0.07,-1.51,0,-0.23,0,-0.03,0,0,0
John Chalus,Mercyhurst,C,-1.53,-0.97,181,-0.6,0,-0.6,0.14,0,-0.09,0,0,0,0,0
Brendan Burke,San Francisco,C,-1.54,-3.42,438,0.6,-0.26,0.34,1.38,0,0.17,0,0,0,0,0
Jason Jelic,Xavier,C,-1.57,-1.82,133,-0.09,0,-0.09,0.52,-0.2,0.02,0,0,0,0,0
Angel Garcia,Coppin State,C,-1.62,-0.27,50,-0.2,0,-0.2,0.04,0,-1.19,0,0,0,0,0
Luke Nascimento,Bucknell,C,-1.65,0.11,149,-0.24,0,-0.24,-1.16,-0.36,0,0,0,0,0,0
Matous Bubenik,UNC Wilmington,C,-1.67,-2.02,209,-0.17,0,-0.17,0.79,-0.27,0,0,0,0,0,0
Adrian Vallescorbo,Alcorn State,C,-1.68,-3.19,247,-0.34,0,-0.34,1.84,0,0,0,0,0.01,0,0
Blake Eckerle,Utah,C,-1.69,-2.29,206,-0.05,0,-0.05,0.66,0,0,0,0,0,0,0
Ryan Strnad,Seton Hall,C,-1.71,-2.15,328,-0.17,0,-0.17,1.17,0,-0.54,0,-0.02,0,0,0
Dillon Jennings,Rider,C,-1.72,-1.65,142,-0.19,0,-0.19,0.13,0,0,0,0,0,0,0
Tyler Minnick,Middle Tennessee,C,-1.74,-4.52,997,0.45,0.42,0.87,2.27,0.04,-0.51,0,0.12,0,0,0
Chavis Conceicao,Iona,C,-1.75,-2.26,367,-0.04,0,-0.04,0.51,0,0.05,0,0,0,0,0
Rylen Stockton,Maryland,C,-1.76,-4.65,696,0.05,-0.31,-0.26,2.97,0,0.2,0,-0.03,0.01,0,0
Andreaus Lewis,Manhattan,C,-1.76,0.11,506,-0.96,0.68,-0.28,-1.33,-0.23,-0.03,0,0,0,0,0
Macon Winslow,North Carolina,C,-1.77,-2.26,775,0.68,1.12,1.8,-0.76,0.35,-0.89,-0.01,0,0.01,0,0
Joey Baran,Pittsburgh,C,-1.78,-3.74,405,0.14,0,0.14,1.82,0,0,0,0,0,0,0
Scott Esposito,Marist,C,-1.79,-0.87,401,-0.65,-1.02,-1.67,1,0,-0.24,0,-0.02,0.01,0,0
Devin Russell,Maryland,C,-1.8,-2.04,531,0.08,1.52,1.6,-0.08,-1.7,0.43,-0.01,0,0.01,0,0
Caden Young,Fordham,C,-1.82,0.34,119,0.01,-0.57,-0.56,-0.74,-0.3,-0.56,0,-0.01,0,0,0
Micajah Wall,Southern Indiana,C,-1.84,-0.29,705,-0.19,0.88,0.69,-1.95,0.04,-0.33,-0.01,0,0,0,0
Jonathan Gonzalez-Perez,UMES,C,-1.87,-1.23,1036,-0.55,-0.31,-0.86,1.09,0.03,-0.91,0,-0.03,0.04,0,0
Zach Anderson,Binghamton,C,-1.88,-0.63,310,-0.27,-0.14,-0.41,-0.52,-0.32,0,0,0,0,0,0
Eli Burnham,UC Davis,C,-1.88,-2.77,412,0.48,0.45,0.93,0.33,0,-0.36,0,0,0,0,0
Easton Romero,Murray State,C,-1.88,-0.56,100,-0.04,0,-0.04,-1.28,0,0,0,0,0,0,0
Shane Miranda,Notre Dame,C,-1.89,-2.53,94,-0.09,0,-0.09,0.67,0.07,0,0,0,0,0,0
Colten Payton,UT Martin,C,-1.92,-4.79,558,-0.08,-0.51,-0.59,3.5,0,-0.04,0,0,0,0,0
Robert Wegrzyn,Le Moyne,C,-1.92,-0.71,548,0.2,0,0.2,-1.33,0,-0.08,0,0,0,0,0
Sean Britt,St. John's,C,-1.93,-4,369,-0.15,0,-0.15,1.15,0,1.06,0,0,0.01,0,0
David Stokely,Mount St. Mary's,C,-1.94,-2.79,139,-0.05,0,-0.05,0.9,0,0,0,0,0,0,0
Cooper Tarantino,Northeastern,C,-1.96,0.49,625,-0.55,0,-0.55,-2.45,0.39,0.16,0,0,0,0,0
David Bell,West Georgia,C,-1.97,-2.36,232,-0.5,0,-0.5,0.88,0,0,0,0,0,0,0
Mason Reising,Charleston Southern,C,-1.98,-1.69,210,0.12,0,0.12,-0.41,0,0,0,0,0,0,0
LT Cockrill,Delaware,C,-1.98,-7.21,868,-0.36,1.65,1.29,3.84,0.04,-0.04,0,0.09,0,0,0
Dominic Brancel,Harvard,C,-1.99,-1.27,135,-0.5,0,-0.5,-0.31,0.07,0.02,-0.01,0,0,0,0
Christian Knight,Wagner,C,-2,0.08,143,-0.53,0,-0.53,-1.54,0,0,0,-0.01,0,0,0
Mitchel Szymczak,Akron,C,-2.03,-3.51,563,0.39,-0.94,-0.55,1.57,0.17,0.23,-0.01,0.07,0,0,0
Ryan Hoeft,Norfolk State,C,-2.06,0.44,226,-0.89,0,-0.89,-1.61,0,0,0,0,0,0,0
Dane Woodcook,New Mexico State,C,-2.06,-4.29,727,0.21,-0.22,-0.01,2.44,-0.18,0,0,-0.01,0,0,0
Easton Culp,Lamar,C,-2.07,-3.14,248,0.14,0,0.14,1.39,0,-0.46,0,0,0,0,0
Evan Gustafson,North Dakota State,C,-2.07,-2.9,252,-0.42,0,-0.42,1.02,0.23,0,0,0,0,0,0
Cole Campbell,NJIT,C,-2.08,-0.97,749,-0.68,0.27,-0.41,-0.87,0,0.05,0,0.12,0,0,0
Luke Melton,Eastern Illinois,C,-2.11,-2.47,277,-0.22,0,-0.22,0.48,0,0.1,0,0,0,0,0
Ian Lindsay,Presbyterian,C,-2.12,-1.05,63,-0.1,0,-0.1,-0.97,0,0,0,0,0,0,0
Owen Anderson,Eastern Illinois,C,-2.13,-1.43,56,-0.55,0,-0.55,-0.16,0,0,0,0,0,0,0
