season,metric,role,age_band,band_rank,mu,sigma,n_relievers
2025,bb_pct,closer_tier,gte_35,3,0.08543,0.03694,9
2025,bb_pct,high_leverage,lt_26,0,0.09479,0.03875,4
2025,bb_pct,high_leverage,26_30,1,0.09303,0.0351,37
2025,bb_pct,high_leverage,31_34,2,0.09712,0.04742,25
2025,bb_pct,high_leverage,gte_35,3,0.09043,0.03353,15
2025,bb_pct,low_leverage,lt_26,0,0.08482,0.03332,3
2025,bb_pct,low_leverage,26_30,1,0.08366,0.0298,44
2025,bb_pct,low_leverage,31_34,2,0.09369,0.03943,30
2025,bb_pct,low_leverage,gte_35,3,0.07702,0.02789,16
2025,bb_pct,no_prior_season,lt_26,0,0.10053,0.03775,53
2025,bb_pct,no_prior_season,26_30,1,0.09467,0.04259,169
2025,bb_pct,no_prior_season,31_34,2,0.0823,0.03813,54
2025,bb_pct,no_prior_season,gte_35,3,0.08611,0.06836,15
2025,k_pct,closer_tier,lt_26,0,0.27295,0.06711,0
2025,k_pct,closer_tier,26_30,1,0.2637,0.08503,11
2025,k_pct,closer_tier,31_34,2,0.27291,0.06076,20
2025,k_pct,closer_tier,gte_35,3,0.27295,0.06711,9
2025,k_pct,high_leverage,lt_26,0,0.24181,0.05696,4
2025,k_pct,high_leverage,26_30,1,0.23829,0.05676,37
2025,k_pct,high_leverage,31_34,2,0.25005,0.05251,25
2025,k_pct,high_leverage,gte_35,3,0.23421,0.06469,15
2025,k_pct,low_leverage,lt_26,0,0.1998,0.05668,3
2025,k_pct,low_leverage,26_30,1,0.20383,0.0615,44
2025,k_pct,low_leverage,31_34,2,0.20574,0.04949,30
2025,k_pct,low_leverage,gte_35,3,0.18787,0.04818,16
2025,k_pct,no_prior_season,lt_26,0,0.22724,0.07217,53
2025,k_pct,no_prior_season,26_30,1,0.21259,0.06053,169
2025,k_pct,no_prior_season,31_34,2,0.20074,0.05816,54
2025,k_pct,no_prior_season,gte_35,3,0.18297,0.06208,15
2025,xwoba_against,closer_tier,lt_26,0,0.30118,0.04232,0
2025,xwoba_against,closer_tier,26_30,1,0.31076,0.04877,11
2025,xwoba_against,closer_tier,31_34,2,0.29265,0.03982,20
2025,xwoba_against,closer_tier,gte_35,3,0.30118,0.04232,9
2025,xwoba_against,high_leverage,lt_26,0,0.3161,0.03875,4
2025,xwoba_against,high_leverage,26_30,1,0.31635,0.0306,37
2025,xwoba_against,high_leverage,31_34,2,0.31138,0.04788,25
2025,xwoba_against,high_leverage,gte_35,3,0.32208,0.04348,15
2025,xwoba_against,low_leverage,lt_26,0,0.33256,0.04585,3
2025,xwoba_against,low_leverage,26_30,1,0.3302,0.04837,44
2025,xwoba_against,low_leverage,31_34,2,0.33013,0.03527,30
2025,xwoba_against,low_leverage,gte_35,3,0.33235,0.04431,16
2025,xwoba_against,no_prior_season,lt_26,0,0.32697,0.04995,53
2025,xwoba_against,no_prior_season,26_30,1,0.3327,0.05029,169
2025,xwoba_against,no_prior_season,31_34,2,0.33655,0.04868,54
2025,xwoba_against,no_prior_season,gte_35,3,0.33454,0.05856,15
2026,bb_pct,closer_tier,lt_26,0,0.10315,0.04736,2
2026,bb_pct,closer_tier,26_30,1,0.09931,0.05665,15
2026,bb_pct,closer_tier,31_34,2,0.11494,0.03899,18
2026,bb_pct,closer_tier,gte_35,3,0.10315,0.04736,8
2026,bb_pct,high_leverage,lt_26,0,0.09985,0.03783,1
2026,bb_pct,high_leverage,26_30,1,0.11003,0.04244,31
2026,bb_pct,high_leverage,31_34,2,0.08213,0.028,22
2026,bb_pct,high_leverage,gte_35,3,0.10398,0.03468,17
2026,bb_pct,low_leverage,lt_26,0,0.10199,0.04742,4
2026,bb_pct,low_leverage,26_30,1,0.10725,0.05507,39
2026,bb_pct,low_leverage,31_34,2,0.0841,0.03188,22
2026,bb_pct,low_leverage,gte_35,3,0.09843,0.02032,11
2026,bb_pct,no_prior_season,lt_26,0,0.11041,0.04251,13
2026,bb_pct,no_prior_season,26_30,1,0.10265,0.04132,73
2026,bb_pct,no_prior_season,31_34,2,0.09292,0.03127,31
2026,bb_pct,no_prior_season,gte_35,3,0.0608,0.03823,10
2026,k_pct,closer_tier,lt_26,0,0.26789,0.07788,2
2026,k_pct,closer_tier,26_30,1,0.27728,0.09652,15
2026,k_pct,closer_tier,31_34,2,0.27298,0.05849,18
2026,k_pct,closer_tier,gte_35,3,0.26789,0.07788,8
2026,k_pct,high_leverage,lt_26,0,0.24018,0.07244,1
2026,k_pct,high_leverage,26_30,1,0.253,0.07929,31
2026,k_pct,high_leverage,31_34,2,0.24093,0.06468,22
2026,k_pct,high_leverage,gte_35,3,0.21621,0.06889,17
2026,k_pct,low_leverage,lt_26,0,0.21818,0.05323,4
2026,k_pct,low_leverage,26_30,1,0.21592,0.05156,39
2026,k_pct,low_leverage,31_34,2,0.21376,0.04913,22
2026,k_pct,low_leverage,gte_35,3,0.21145,0.05583,11
2026,k_pct,no_prior_season,lt_26,0,0.2283,0.02389,13
2026,k_pct,no_prior_season,26_30,1,0.20969,0.06109,73
2026,k_pct,no_prior_season,31_34,2,0.18455,0.05134,31
2026,k_pct,no_prior_season,gte_35,3,0.21754,0.07008,10
2026,xwoba_against,closer_tier,lt_26,0,0.30114,0.05337,2
2026,xwoba_against,closer_tier,26_30,1,0.30166,0.06578,15
2026,xwoba_against,closer_tier,31_34,2,0.30508,0.03877,18
2026,xwoba_against,closer_tier,gte_35,3,0.30114,0.05337,8
2026,xwoba_against,high_leverage,lt_26,0,0.30308,0.04412,1
2026,xwoba_against,high_leverage,26_30,1,0.30558,0.04439,31
2026,xwoba_against,high_leverage,31_34,2,0.29791,0.04465,22
2026,xwoba_against,high_leverage,gte_35,3,0.30797,0.04469,17
2026,xwoba_against,low_leverage,lt_26,0,0.31942,0.04967,4
2026,xwoba_against,low_leverage,26_30,1,0.32564,0.05735,39
2026,xwoba_against,low_leverage,31_34,2,0.30922,0.03884,22
2026,xwoba_against,low_leverage,gte_35,3,0.31513,0.03209,11
2026,xwoba_against,no_prior_season,lt_26,0,0.3091,0.05207,13
2026,xwoba_against,no_prior_season,26_30,1,0.32229,0.05698,73
2026,xwoba_against,no_prior_season,31_34,2,0.33815,0.04133,31
2026,xwoba_against,no_prior_season,gte_35,3,0.30605,0.03202,10
